season_year,game_date,game_start_utc,player_name,team,opponent_team,travel_status,result,minutes_played,fgm,fga,fg_pct,ftm,fta,ft_pct,oreb,dreb,ast,tov,stl,blk,pf,pts,plus_minus,nba_fantasy_pts,seconds_played,post_type,post_count,total_comments,total_score
2025-26,2026-01-31,2026-01-31 17:00:00.000000 UTC,Grant Williams,CHA,SAS,home,W,17.961666666666666,1,5,0.2,0,0,0.0,0,4,2,0,0,0,3,3,10,10.8,1078,Highlight,1,6,45
2025-26,2026-01-31,2026-01-31 17:00:00.000000 UTC,Ryan Kalkbrenner,CHA,SAS,home,W,14.265,3,4,0.75,0,0,0.0,2,2,0,0,0,2,0,6,-14,16.8,856,Highlight,1,8,51
2025-26,2026-01-31,2026-01-31 17:00:00.000000 UTC,Julian Champagnie,SAS,CHA,away,L,28.866666666666667,4,7,0.571,1,1,1.0,0,5,1,0,0,2,1,13,-2,26.5,1732,Highlight,2,15,76
2025-26,2026-01-31,2026-01-31 17:00:00.000000 UTC,Devin Vassell,SAS,CHA,away,L,30.383333333333333,5,10,0.5,1,2,0.5,0,5,2,0,1,1,0,13,7,28.0,1823,Highlight,2,3,13
2025-26,2026-01-31,2026-02-01 01:30:00.000000 UTC,Moussa Cisse,DAL,HOU,away,L,13.333333333333334,1,1,1.0,1,2,0.5,0,1,1,0,0,1,2,3,7,8.7,800,Highlight,1,34,710
2025-26,2026-01-31,2026-02-01 00:00:00.000000 UTC,CJ McCollum,ATL,IND,away,L,29.236666666666668,8,15,0.533,1,2,0.5,0,4,2,2,1,0,2,18,-11,26.8,1754,Highlight,1,6,18
2025-26,2026-01-31,2026-02-01 01:00:00.000000 UTC,Rudy Gobert,MIN,MEM,away,W,30.8,4,8,0.5,1,4,0.25,5,11,0,0,2,2,0,9,4,40.2,1848,Highlight,1,57,183
2025-26,2026-01-31,2026-02-01 00:30:00.000000 UTC,VJ Edgecombe,PHI,NOP,home,W,37.115,6,10,0.6,1,1,1.0,0,3,5,1,1,0,1,15,7,28.1,2227,Highlight,1,10,59
2025-26,2026-01-31,2026-02-01 00:30:00.000000 UTC,Jose Alvarado,NOP,PHI,away,L,17.6,3,8,0.375,1,1,1.0,0,2,3,0,1,0,2,10,-10,19.9,1056,Other,1,51,31
2025-26,2026-01-31,2026-02-01 00:30:00.000000 UTC,Yves Missi,NOP,PHI,away,L,27.983333333333334,3,8,0.375,1,2,0.5,3,5,3,0,0,4,2,7,4,33.1,1679,Other,2,87,57
2025-26,2026-01-31,2026-01-31 17:00:00.000000 UTC,Harrison Barnes,SAS,CHA,away,L,24.8,3,6,0.5,2,2,1.0,0,3,2,1,0,0,2,11,4,16.6,1488,Highlight,1,7,14
2025-26,2026-01-31,2026-02-01 01:30:00.000000 UTC,Alperen Sengun,HOU,DAL,home,W,34.823333333333331,6,20,0.3,2,4,0.5,6,8,7,2,0,0,4,14,-3,39.3,2089,Other,1,24,68
2025-26,2026-01-31,2026-02-01 01:30:00.000000 UTC,Naji Marshall,DAL,HOU,away,L,31.65,3,11,0.273,2,6,0.333,1,7,2,0,0,0,1,8,-18,20.6,1899,Other,1,79,156
2025-26,2026-01-31,2026-02-01 01:00:00.000000 UTC,Ayo Dosunmu,CHI,MIA,away,W,36.5,11,16,0.688,2,3,0.667,0,8,9,5,2,0,2,29,10,53.1,2190,Other,1,17,122
2025-26,2026-01-31,2026-02-01 00:30:00.000000 UTC,Derik Queen,NOP,PHI,away,L,18.716666666666665,3,8,0.375,2,2,1.0,2,4,2,3,0,1,3,9,-10,19.2,1123,Other,1,18,329
2025-26,2026-01-31,2026-01-31 17:00:00.000000 UTC,Kon Knueppel,CHA,SAS,home,W,35.05,5,11,0.455,2,3,0.667,1,5,4,2,1,0,1,13,1,27.2,2103,Highlight,3,31,189
2025-26,2026-01-31,2026-01-31 17:00:00.000000 UTC,Collin Sexton,CHA,SAS,home,W,17.626666666666665,7,8,0.875,2,2,1.0,0,0,3,1,1,0,2,21,-4,27.5,1058,Highlight,3,14,88
2025-26,2026-01-31,2026-01-31 17:00:00.000000 UTC,Kon Knueppel,CHA,SAS,home,W,35.05,5,11,0.455,2,3,0.667,1,5,4,2,1,0,1,13,1,27.2,2103,Other,2,69,646
2025-26,2026-01-31,2026-02-01 00:00:00.000000 UTC,Andrew Nembhard,IND,ATL,home,W,32.426666666666669,9,19,0.474,3,5,0.6,1,5,10,3,1,0,6,26,-1,48.2,1946,Highlight,2,9,27
2025-26,2026-01-31,2026-02-01 01:00:00.000000 UTC,Myron Gardner,MIA,CHI,home,L,22.513333333333332,4,5,0.8,3,5,0.6,2,9,0,1,2,0,3,12,-4,30.2,1351,Highlight,1,3,11
2025-26,2026-01-31,2026-01-31 17:00:00.000000 UTC,Miles Bridges,CHA,SAS,home,W,31.461666666666666,5,12,0.417,3,3,1.0,2,4,2,1,2,0,4,14,-11,29.2,1888,Highlight,3,27,138
2025-26,2026-01-31,2026-01-31 17:00:00.000000 UTC,Keldon Johnson,SAS,CHA,away,L,15.9,1,5,0.2,4,4,1.0,1,1,1,0,1,0,0,6,-3,12.9,954,Highlight,1,11,10
2025-26,2026-01-31,2026-01-31 17:00:00.000000 UTC,Victor Wembanyama,SAS,CHA,away,L,30.606666666666666,6,15,0.4,4,4,1.0,3,5,1,2,1,0,2,16,-14,28.1,1836,Highlight,5,67,243
2025-26,2026-01-31,2026-01-31 17:00:00.000000 UTC,Victor Wembanyama,SAS,CHA,away,L,30.606666666666666,6,15,0.4,4,4,1.0,3,5,1,2,1,0,2,16,-14,28.1,1836,Other,4,319,962
2025-26,2026-01-31,2026-02-01 01:00:00.000000 UTC,Matas Buzelis,CHI,MIA,away,W,33.06666666666667,7,15,0.467,4,4,1.0,0,8,4,8,0,1,1,21,8,31.6,1984,Other,1,7,48
2025-26,2026-01-31,2026-01-31 17:00:00.000000 UTC,LaMelo Ball,CHA,SAS,home,W,31.883333333333333,5,15,0.333,4,5,0.8,0,8,8,3,0,0,3,16,7,34.6,1913,Other,1,223,2120
2025-26,2026-01-31,2026-01-31 17:00:00.000000 UTC,LaMelo Ball,CHA,SAS,home,W,31.883333333333333,5,15,0.333,4,5,0.8,0,8,8,3,0,0,3,16,7,34.6,1913,Highlight,2,80,656
2025-26,2026-01-31,2026-01-31 17:00:00.000000 UTC,Stephon Castle,SAS,CHA,away,L,35.033333333333331,5,11,0.455,5,6,0.833,2,3,9,3,0,1,4,16,4,35.5,2102,Highlight,2,13,27
2025-26,2026-01-31,2026-02-01 00:00:00.000000 UTC,Jalen Johnson,ATL,IND,away,L,36.483333333333334,12,29,0.414,6,8,0.75,4,8,10,4,3,0,1,33,-5,67.4,2189,Other,1,21,11
2025-26,2026-01-31,2026-02-01 00:00:00.000000 UTC,Jalen Johnson,ATL,IND,away,L,36.483333333333334,12,29,0.414,6,8,0.75,4,8,10,4,3,0,1,33,-5,67.4,2189,Highlight,2,11,19
2025-26,2026-01-31,2026-02-01 01:30:00.000000 UTC,Cooper Flagg,DAL,HOU,away,L,38.916666666666664,13,25,0.52,7,10,0.7,1,11,5,2,0,1,1,34,2,56.9,2335,Highlight,1,358,2732
2025-26,2026-01-31,2026-02-01 01:30:00.000000 UTC,Cooper Flagg,DAL,HOU,away,L,38.916666666666664,13,25,0.52,7,10,0.7,1,11,5,2,0,1,1,34,2,56.9,2335,Other,4,382,678
2025-26,2026-01-31,2026-02-01 00:30:00.000000 UTC,Zion Williamson,NOP,PHI,away,L,29.848333333333333,2,6,0.333,7,9,0.778,2,3,2,2,0,2,1,11,-17,24.0,1791,Other,1,23,22
2025-26,2026-01-31,2026-02-01 00:30:00.000000 UTC,Zion Williamson,NOP,PHI,away,L,29.848333333333333,2,6,0.333,7,9,0.778,2,3,2,2,0,2,1,11,-17,24.0,1791,Highlight,1,30,184
2025-26,2026-01-31,2026-01-31 17:00:00.000000 UTC,Brandon Miller,CHA,SAS,home,W,34.85,7,21,0.333,9,9,1.0,3,5,2,2,1,1,1,26,13,42.6,2091,Other,4,58,330
2025-26,2026-01-31,2026-01-31 17:00:00.000000 UTC,Brandon Miller,CHA,SAS,home,W,34.85,7,21,0.333,9,9,1.0,3,5,2,2,1,1,1,26,13,42.6,2091,Highlight,5,90,704
2025-26,2026-01-31,2026-02-01 00:30:00.000000 UTC,Joel Embiid,PHI,NOP,home,W,39.016666666666666,13,27,0.481,11,14,0.786,4,7,4,5,1,2,2,40,16,63.2,2341,Highlight,5,72,792
2025-26,2026-01-31,2026-02-01 00:30:00.000000 UTC,Joel Embiid,PHI,NOP,home,W,39.016666666666666,13,27,0.481,11,14,0.786,4,7,4,5,1,2,2,40,16,63.2,2341,Other,6,267,1570
2025-26,2026-01-31,2026-02-01 01:00:00.000000 UTC,Anthony Edwards,MIN,MEM,away,W,38.733333333333334,9,21,0.429,14,16,0.875,0,2,3,1,1,1,2,33,18,44.9,2324,Other,3,144,467
2025-26,2026-01-18,2026-01-19 00:00:00.000000 UTC,Danny Wolf,BKN,CHI,away,L,25.05,6,13,0.462,0,0,0.0,0,3,2,2,0,1,2,14,-4,21.6,1503,Highlight,1,7,29
2025-26,2026-01-18,2026-01-19 00:00:00.000000 UTC,Terance Mann,BKN,CHI,away,L,27.7,3,7,0.429,2,2,1.0,0,4,6,1,1,0,2,9,-11,24.8,1662,Highlight,2,13,34
2025-26,2026-01-18,2026-01-19 01:00:00.000000 UTC,Kon Knueppel,CHA,DEN,away,W,26.666666666666668,5,11,0.455,2,2,1.0,3,1,3,2,0,1,2,14,18,24.3,1600,Other,1,618,4982
2025-26,2026-01-18,2026-01-19 00:00:00.000000 UTC,Coby White,CHI,BKN,home,W,29.85,8,14,0.571,1,1,1.0,1,3,3,1,2,0,2,24,16,38.3,1791,Highlight,1,21,72
2025-26,2026-01-18,2026-01-19 00:00:00.000000 UTC,Coby White,CHI,BKN,home,W,29.85,8,14,0.571,1,1,1.0,1,3,3,1,2,0,2,24,16,38.3,1791,Other,1,7,27
2025-26,2026-01-18,2026-01-19 00:00:00.000000 UTC,Jalen Smith,CHI,BKN,home,W,30.616666666666667,5,8,0.625,0,2,0.0,1,9,3,1,2,0,1,12,16,33.5,1837,Highlight,1,8,34
2025-26,2026-01-18,2026-01-19 00:00:00.000000 UTC,Steven Adams,HOU,NOP,home,W,27.416666666666668,2,3,0.667,1,2,0.5,5,5,2,1,0,0,1,5,10,19.0,1645,Highlight,1,231,3187
2025-26,2026-01-18,2026-01-19 00:00:00.000000 UTC,Steven Adams,HOU,NOP,home,W,27.416666666666668,2,3,0.667,1,2,0.5,5,5,2,1,0,0,1,5,10,19.0,1645,Other,2,85,176
2025-26,2026-01-18,2026-01-19 00:00:00.000000 UTC,Kevin Durant,HOU,NOP,home,W,36.073333333333331,5,18,0.278,7,8,0.875,3,3,8,3,1,0,1,18,3,37.2,2164,Other,2,104,1818
2025-26,2026-01-18,2026-01-19 02:30:00.000000 UTC,Jarred Vanderbilt,LAL,TOR,home,W,21.1,1,1,1.0,0,0,0.0,1,8,1,0,2,2,1,2,25,26.3,1266,Other,1,45,179
2025-26,2026-01-18,2026-01-19 02:30:00.000000 UTC,LeBron James,LAL,TOR,home,W,31.616666666666667,9,17,0.529,4,4,1.0,2,2,7,3,0,2,0,24,18,42.3,1897,Highlight,1,7,141
2025-26,2026-01-18,2026-01-19 02:30:00.000000 UTC,LeBron James,LAL,TOR,home,W,31.616666666666667,9,17,0.529,4,4,1.0,2,2,7,3,0,2,0,24,18,42.3,1897,Other,2,1161,6842
2025-26,2026-01-18,2026-01-19 02:30:00.000000 UTC,Deandre Ayton,LAL,TOR,home,W,32.7,10,10,1.0,5,6,0.833,1,12,1,0,0,1,2,25,20,45.1,1962,Highlight,1,7,141
2025-26,2026-01-18,2026-01-18 17:00:00.000000 UTC,Jock Landale,MEM,ORL,away,W,22.65,9,11,0.818,2,2,1.0,6,2,3,2,1,2,3,21,4,42.1,1359,Highlight,1,5,0
2025-26,2026-01-18,2026-01-18 17:00:00.000000 UTC,Ja Morant,MEM,ORL,away,W,28.4,7,13,0.538,7,9,0.778,0,5,13,2,1,0,2,24,26,50.5,1704,Other,3,406,1335
2025-26,2026-01-18,2026-01-18 17:00:00.000000 UTC,Ja Morant,MEM,ORL,away,W,28.4,7,13,0.538,7,9,0.778,0,5,13,2,1,0,2,24,26,50.5,1704,Highlight,6,356,3179
2025-26,2026-01-18,2026-01-19 00:00:00.000000 UTC,Jeremiah Fears,NOP,HOU,away,L,10.405,1,5,0.2,0,0,0.0,1,2,2,1,0,1,2,2,-10,10.6,624,Other,1,33,116
2025-26,2026-01-18,2026-01-19 00:00:00.000000 UTC,Yves Missi,NOP,HOU,away,L,30.445,5,8,0.625,0,0,0.0,5,1,3,0,1,2,2,10,22,30.7,1827,Other,1,17,39
2025-26,2026-01-18,2026-01-19 00:00:00.000000 UTC,Zion Williamson,NOP,HOU,away,L,30.416666666666668,9,17,0.529,2,3,0.667,1,5,4,2,1,1,4,20,-17,37.2,1825,Other,2,30,53
2025-26,2026-01-18,2026-01-19 00:00:00.000000 UTC,Jordan Poole,NOP,HOU,away,L,25.25,5,11,0.455,1,3,0.333,0,4,2,2,0,0,1,13,-1,18.8,1515,Other,1,178,1693
2025-26,2026-01-18,2026-01-18 17:00:00.000000 UTC,Paolo Banchero,ORL,MEM,away,L,36.033333333333331,7,20,0.35,1,1,1.0,2,6,9,4,0,0,0,16,-7,35.1,2162,Highlight,1,53,106
2025-26,2026-01-18,2026-01-18 17:00:00.000000 UTC,Paolo Banchero,ORL,MEM,away,L,36.033333333333331,7,20,0.35,1,1,1.0,2,6,9,4,0,0,0,16,-7,35.1,2162,Other,1,134,1134
2025-26,2026-01-18,2026-01-18 17:00:00.000000 UTC,Anthony Black,ORL,MEM,away,L,37.1,7,15,0.467,3,4,0.75,0,2,6,4,0,0,3,19,-14,26.4,2226,Highlight,1,72,371
2025-26,2026-01-18,2026-01-19 02:00:00.000000 UTC,Yang Hansen,POR,SAC,away,W,9.3666666666666671,1,3,0.333,0,0,0.0,0,0,1,2,1,0,2,2,-7,4.5,562,Highlight,1,17,51
2025-26,2026-01-18,2026-01-19 02:00:00.000000 UTC,Sidy Cissoko,POR,SAC,away,W,34.333333333333336,2,7,0.286,3,4,0.75,0,2,1,1,2,1,3,8,10,19.9,2060,Highlight,2,19,156
2025-26,2026-01-18,2026-01-19 02:00:00.000000 UTC,Deni Avdija,POR,SAC,away,W,31.766666666666666,10,18,0.556,8,8,1.0,1,7,8,3,0,1,1,30,4,51.6,1906,Other,1,45,299
2025-26,2026-01-18,2026-01-19 02:00:00.000000 UTC,Deni Avdija,POR,SAC,away,W,31.766666666666666,10,18,0.556,8,8,1.0,1,7,8,3,0,1,1,30,4,51.6,1906,Highlight,2,21,166
2025-26,2026-01-18,2026-01-19 02:00:00.000000 UTC,Donovan Clingan,POR,SAC,away,W,36.98,6,9,0.667,8,8,1.0,4,13,3,1,0,1,1,21,17,47.9,2219,Other,1,51,244
2025-26,2026-01-18,2026-01-19 02:00:00.000000 UTC,Donovan Clingan,POR,SAC,away,W,36.98,6,9,0.667,8,8,1.0,4,13,3,1,0,1,1,21,17,47.9,2219,Highlight,2,21,166
2025-26,2026-01-18,2026-01-19 02:00:00.000000 UTC,Shaedon Sharpe,POR,SAC,away,W,34.016666666666666,8,19,0.421,8,11,0.727,2,5,0,5,1,0,5,27,0,33.4,2041,Highlight,1,7,63
2025-26,2026-01-18,2026-01-19 02:00:00.000000 UTC,Maxime Raynaud,SAC,POR,home,L,22.7,3,11,0.273,0,0,0.0,3,6,1,0,0,1,3,6,-4,21.3,1362,Highlight,1,11,44
2025-26,2026-01-18,2026-01-19 02:00:00.000000 UTC,Dylan Cardwell,SAC,POR,home,L,25.751666666666665,5,8,0.625,2,2,1.0,2,8,2,1,1,1,6,12,3,32.0,1545,Highlight,1,9,34
2025-26,2026-01-18,2026-01-19 02:00:00.000000 UTC,Russell Westbrook,SAC,POR,home,L,33.516666666666666,9,15,0.6,2,3,0.667,0,3,7,2,3,0,2,23,-7,44.1,2011,Highlight,1,7,63
2025-26,2026-01-18,2026-01-19 02:00:00.000000 UTC,DeMar DeRozan,SAC,POR,home,L,34.866666666666667,6,11,0.545,2,3,0.667,1,1,7,3,2,1,4,14,-14,32.9,2092,Highlight,1,11,44
2025-26,2026-01-18,2026-01-19 02:00:00.000000 UTC,Domantas Sabonis,SAC,POR,home,L,19.816666666666666,2,3,0.667,4,4,1.0,3,5,2,6,0,0,2,8,1,14.6,1189,Highlight,1,17,51
2025-26,2026-01-18,2026-01-19 02:30:00.000000 UTC,Scottie Barnes,TOR,LAL,away,L,35.25,10,21,0.476,2,4,0.5,3,6,3,2,1,0,2,22,-11,38.3,2115,Other,1,21,24
2025-26,2026-02-05,2026-02-06 00:30:00.000000 UTC,Ace Bailey,UTA,ATL,away,L,40.35,9,26,0.346,0,0,0.0,3,3,1,0,2,1,3,20,0,37.7,2421,Highlight,2,30,156
2025-26,2026-02-05,2026-02-06 00:00:00.000000 UTC,Jalen Suggs,ORL,BKN,home,W,29.1,6,9,0.667,0,0,0.0,2,9,11,3,3,4,0,15,24,62.7,1746,Other,1,8,35
2025-26,2026-02-05,2026-02-06 00:00:00.000000 UTC,Jalen Suggs,ORL,BKN,home,W,29.1,6,9,0.667,0,0,0.0,2,9,11,3,3,4,0,15,24,62.7,1746,Highlight,1,1,11
2025-26,2026-02-05,2026-02-06 00:00:00.000000 UTC,Jett Howard,ORL,BKN,home,W,12.35,3,6,0.5,0,0,0.0,0,0,2,0,1,0,2,7,-9,13.0,741,Highlight,1,1,11
2025-26,2026-02-05,2026-02-06 00:30:00.000000 UTC,Jamal Shead,TOR,CHI,home,W,22.211666666666666,1,3,0.333,0,0,0.0,0,4,8,3,2,2,0,3,7,28.8,1333,Highlight,2,6,16
2025-26,2026-02-05,2026-02-06 00:30:00.000000 UTC,Gradey Dick,TOR,CHI,home,W,11.548333333333334,1,3,0.333,0,0,0.0,1,0,1,0,0,0,2,2,-3,4.7,693,Highlight,1,3,12
2025-26,2026-02-05,2026-02-06 00:00:00.000000 UTC,Will Riley,WAS,DET,away,W,29.358333333333334,9,14,0.643,0,3,0.0,1,5,5,0,2,0,3,20,13,40.7,1762,Other,1,14,53
2025-26,2026-02-05,2026-02-06 00:30:00.000000 UTC,Guerschon Yabusele,CHI,TOR,away,L,33.233333333333334,6,11,0.545,0,0,0.0,4,7,3,1,2,0,2,15,-4,37.7,1994,Highlight,3,35,117
2025-26,2026-02-05,2026-02-06 00:30:00.000000 UTC,Anfernee Simons,CHI,TOR,away,L,31.966666666666665,8,15,0.533,0,0,0.0,0,2,3,3,0,1,1,22,-10,28.9,1918,Highlight,2,11,55
2025-26,2026-02-05,2026-02-06 00:30:00.000000 UTC,Patrick Williams,CHI,TOR,away,L,25.25,3,12,0.25,0,0,0.0,0,1,2,1,0,1,1,9,-7,15.2,1515,Highlight,1,4,30
2025-26,2026-02-05,2026-02-06 00:30:00.000000 UTC,Yuki Kawamura,CHI,TOR,away,L,12.181666666666667,1,4,0.25,0,0,0.0,1,1,7,3,1,0,0,3,3,15.9,731,Highlight,3,18,81
2025-26,2026-02-05,2026-02-06 00:30:00.000000 UTC,Jaden Ivey,CHI,TOR,away,L,33.166666666666664,5,12,0.417,0,0,0.0,2,2,6,2,3,0,3,13,-9,33.8,1990,Highlight,1,7,30
2025-26,2026-02-05,2026-02-06 00:30:00.000000 UTC,Cody Williams,UTA,ATL,away,L,37.6,2,9,0.222,1,2,0.5,2,2,2,0,1,3,2,5,-10,24.8,2256,Highlight,1,5,20
2025-26,2026-02-05,2026-02-06 01:00:00.000000 UTC,Jeff Green,HOU,CHA,home,L,7.7333333333333334,2,4,0.5,1,1,1.0,0,2,1,0,1,0,0,6,12,12.9,464,Highlight,1,12,47
2025-26,2026-02-05,2026-02-06 01:00:00.000000 UTC,Josh Okogie,HOU,CHA,home,L,20.5,2,2,1.0,1,2,0.5,1,0,0,1,1,0,1,6,-22,9.2,1230,Highlight,1,4,5
2025-26,2026-02-05,2026-02-06 01:00:00.000000 UTC,Alperen Sengun,HOU,CHA,home,L,27.816666666666666,3,11,0.273,1,2,0.5,4,5,5,1,0,1,4,7,-6,27.3,1669,Other,1,137,179
2025-26,2026-02-05,2026-02-06 01:30:00.000000 UTC,Stephon Castle,SAS,DAL,away,W,21.666666666666668,8,13,0.615,1,1,1.0,2,5,6,3,3,0,1,18,27,41.4,1300,Other,1,27,171
2025-26,2026-02-05,2026-02-06 01:00:00.000000 UTC,LaMelo Ball,CHA,HOU,away,W,28.566666666666666,7,19,0.368,1,2,0.5,1,5,4,3,0,0,1,20,8,30.2,1714,Highlight,1,4,5
2025-26,2026-02-05,2026-02-06 00:00:00.000000 UTC,Ziaire Williams,BKN,ORL,away,L,16.978333333333332,0,2,0.0,1,3,0.333,0,2,0,2,3,1,0,1,-18,13.4,1019,Highlight,1,26,21
2025-26,2026-02-05,2026-02-06 00:30:00.000000 UTC,Jock Landale,ATL,UTA,home,W,31.516666666666666,10,14,0.714,1,2,0.5,6,5,5,2,0,4,2,26,10,56.7,1891,Other,4,129,1339
2025-26,2026-02-05,2026-02-06 00:30:00.000000 UTC,Jock Landale,ATL,UTA,home,W,31.516666666666666,10,14,0.714,1,2,0.5,6,5,5,2,0,4,2,26,10,56.7,1891,Highlight,4,61,179
2025-26,2026-02-05,2026-02-06 01:00:00.000000 UTC,Amen Thompson,HOU,CHA,home,L,32.806666666666665,3,7,0.429,2,2,1.0,3,2,7,5,1,1,1,8,-11,25.5,1968,Highlight,2,21,42
2025-26,2026-02-05,2026-02-06 00:00:00.000000 UTC,Bilal Coulibaly,WAS,DET,away,W,36.233333333333334,4,12,0.333,2,3,0.667,1,4,4,3,1,1,4,11,-1,26.0,2174,Highlight,1,11,44
2025-26,2026-02-05,2026-02-06 01:00:00.000000 UTC,Brandon Miller,CHA,HOU,away,W,21.473333333333333,4,9,0.444,2,2,1.0,1,2,1,6,3,1,4,11,-9,22.1,1288,Highlight,1,5,23
2025-26,2026-02-05,2026-02-06 03:00:00.000000 UTC,Quentin Grimes,PHI,LAL,away,L,27.366666666666667,1,2,0.5,2,2,1.0,0,0,2,2,1,0,4,4,-10,8.0,1642,Highlight,1,24,113
2025-26,2026-02-05,2026-02-06 03:00:00.000000 UTC,VJ Edgecombe,PHI,LAL,away,L,39.223333333333336,7,16,0.438,2,2,1.0,1,9,2,3,4,0,2,19,-2,43.0,2353,Highlight,1,36,122
2025-26,2026-02-05,2026-02-06 00:00:00.000000 UTC,Danny Wolf,BKN,ORL,away,L,21.888333333333332,5,11,0.455,2,4,0.5,1,5,2,1,0,1,2,13,1,25.2,1313,Highlight,1,26,21
2025-26,2026-02-05,2026-02-06 03:00:00.000000 UTC,Pat Spencer,GSW,PHX,away,W,32.395,6,11,0.545,2,2,1.0,1,5,4,4,2,0,2,20,-3,35.2,1944,Other,2,248,1538
2025-26,2026-02-05,2026-02-06 01:30:00.000000 UTC,Cooper Flagg,DAL,SAS,home,L,38.533333333333331,14,27,0.519,2,2,1.0,1,5,4,3,2,3,1,32,-19,57.2,2312,Other,4,315,1156
2025-26,2026-02-05,2026-02-06 01:30:00.000000 UTC,Cooper Flagg,DAL,SAS,home,L,38.533333333333331,14,27,0.519,2,2,1.0,1,5,4,3,2,3,1,32,-19,57.2,2312,Highlight,3,151,563
2025-26,2026-02-05,2026-02-06 00:30:00.000000 UTC,Matas Buzelis,CHI,TOR,away,L,32.6,7,11,0.636,2,2,1.0,1,5,3,3,1,1,1,18,-19,32.7,1956,Highlight,1,3,12
2025-26,2026-02-05,2026-02-06 00:30:00.000000 UTC,Isaiah Collier,UTA,ATL,away,L,48.0,11,22,0.5,3,4,0.75,1,6,11,2,3,0,4,25,-2,56.9,2880,Other,1,29,77
2025-26,2026-02-05,2026-02-06 00:30:00.000000 UTC,Lauri Markkanen,UTA,ATL,away,L,23.433333333333334,6,12,0.5,3,3,1.0,2,3,1,1,1,0,2,18,-3,27.5,1406,Other,1,73,40
2025-26,2026-02-05,2026-02-06 00:30:00.000000 UTC,Kyle Filipowski,UTA,ATL,away,L,28.416666666666668,5,9,0.556,3,5,0.6,8,9,1,3,0,0,5,15,-6,33.9,1705,Highlight,1,1,12
2025-26,2026-02-05,2026-02-06 03:00:00.000000 UTC,LeBron James,LAL,PHI,home,W,37.43333333333333,7,17,0.412,3,3,1.0,0,4,10,8,0,1,1,17,-5,31.8,2246,Other,1,17,0
2025-26,2026-02-05,2026-02-06 03:00:00.000000 UTC,Al Horford,GSW,PHX,away,W,27.94,4,10,0.4,3,5,0.6,2,2,4,2,0,1,1,13,0,24.8,1676,Other,1,21,38
2025-26,2026-02-05,2026-02-06 00:30:00.000000 UTC,Brandon Ingram,TOR,CHI,home,W,35.348333333333336,12,20,0.6,4,4,1.0,0,6,6,2,0,1,0,33,7,50.2,2121,Other,1,11,48
2025-26,2026-02-05,2026-02-06 00:30:00.000000 UTC,Brandon Ingram,TOR,CHI,home,W,35.348333333333336,12,20,0.6,4,4,1.0,0,6,6,2,0,1,0,33,7,50.2,2121,Highlight,2,2,30
2025-26,2026-02-05,2026-02-06 00:00:00.000000 UTC,Nolan Traore,BKN,ORL,away,L,37.95,7,13,0.538,4,5,0.8,1,2,7,4,1,0,3,21,-11,34.1,2277,Other,1,7,27
2025-26,2026-02-05,2026-02-06 03:00:00.000000 UTC,Jake LaRavia,LAL,PHI,home,W,23.3,5,7,0.714,4,5,0.8,0,0,2,1,3,0,2,14,-1,25.0,1398,Highlight,1,24,113
2025-26,2026-02-05,2026-02-06 01:30:00.000000 UTC,Naji Marshall,DAL,SAS,home,L,38.766666666666666,12,21,0.571,4,4,1.0,1,5,3,1,0,0,2,32,5,42.7,2326,Other,1,13,46
2025-26,2026-02-05,2026-02-06 00:30:00.000000 UTC,Jalen Johnson,ATL,UTA,home,W,38.645,9,19,0.474,4,5,0.8,4,12,15,4,0,2,4,22,7,65.7,2319,Other,1,12,125
2025-26,2026-02-05,2026-02-06 00:30:00.000000 UTC,Nickeil Alexander-Walker,ATL,UTA,home,W,33.7,9,15,0.6,5,5,1.0,1,1,5,0,2,0,0,23,10,38.9,2022,Highlight,1,24,130
2025-26,2026-02-05,2026-02-06 01:00:00.000000 UTC,Kevin Durant,HOU,CHA,home,L,31.333333333333332,11,21,0.524,6,8,0.75,1,2,1,6,5,0,0,31,-11,45.1,1880,Highlight,1,78,96
2025-26,2026-02-05,2026-02-06 01:30:00.000000 UTC,Victor Wembanyama,SAS,DAL,away,W,34.45,9,14,0.643,6,8,0.75,3,8,6,3,2,3,4,29,14,63.2,2067,Other,1,12,23
2025-26,2026-02-05,2026-02-06 01:30:00.000000 UTC,Victor Wembanyama,SAS,DAL,away,W,34.45,9,14,0.643,6,8,0.75,3,8,6,3,2,3,4,29,14,63.2,2067,Highlight,1,14,85
2025-26,2026-02-05,2026-02-06 03:00:00.000000 UTC,Austin Reaves,LAL,PHI,home,W,25.05,12,17,0.706,6,7,0.857,1,5,2,5,0,0,0,35,5,40.2,1503,Highlight,1,43,414
2025-26,2026-02-05,2026-02-06 03:00:00.000000 UTC,Austin Reaves,LAL,PHI,home,W,25.05,12,17,0.706,6,7,0.857,1,5,2,5,0,0,0,35,5,40.2,1503,Post Game Thread,1,279,837
2025-26,2026-02-05,2026-02-06 01:30:00.000000 UTC,Daniel Gafford,DAL,SAS,home,L,33.016666666666666,5,8,0.625,6,8,0.75,4,6,2,0,3,4,6,16,2,52.0,1981,Highlight,1,3,12
2025-26,2026-02-05,2026-02-06 03:00:00.000000 UTC,Joel Embiid,PHI,LAL,away,L,38.576666666666668,13,19,0.684,8,8,1.0,1,6,7,3,1,2,2,35,7,59.9,2315,Other,1,36,100
